name,partyName,state,chamber,congress,last_name
"Bass, Karen",Democratic,California,House of Representatives,117,Bass
"Brooks, Mo",Republican,Alabama,House of Representatives,117,Brooks
"Yarmuth, John A.",Democratic,Kentucky,House of Representatives,117,Yarmuth
"Perlmutter, Ed",Democratic,Colorado,House of Representatives,117,Perlmutter
"McNerney, Jerry",Democratic,California,House of Representatives,117,McNerney
"Schrader, Kurt",Democratic,Oregon,House of Representatives,117,Schrader
"Kirkpatrick, Ann",Democratic,Arizona,House of Representatives,117,Kirkpatrick
"Price, David E.",Democratic,North Carolina,House of Representatives,117,Price
"Portman, Rob",Republican,Ohio,House of Representatives,117,Portman
"Toomey, Patrick",Republican,Pennsylvania,House of Representatives,117,Toomey
"Kind, Ron",Democratic,Wisconsin,House of Representatives,117,Kind
"Brady, Kevin",Republican,Texas,House of Representatives,117,Brady
"Blunt, Roy",Republican,Missouri,House of Representatives,117,Blunt
"Young, Don",Republican,Alaska,House of Representatives,117,Young
"Upton, Fred",Republican,Michigan,House of Representatives,117,Upton
"Shelby, Richard C.",Republican,Alabama,House of Representatives,117,Shelby
"Rush, Bobby L.",Democratic,Illinois,House of Representatives,117,Rush
"Roybal-Allard, Lucille",Democratic,California,House of Representatives,117,Roybal-Allard
"Maloney, Carolyn B.",Democratic,New York,House of Representatives,117,Maloney
"Leahy, Patrick J.",Democratic,Vermont,Senate,117,Leahy
"Gohmert, Louie",Republican,Texas,House of Representatives,117,Gohmert
"Butterfield, G. K.",Democratic,North Carolina,House of Representatives,117,Butterfield
"Ryan, Tim",Democratic,Ohio,House of Representatives,117,Ryan
"Langevin, James R.",Democratic,Rhode Island,House of Representatives,117,Langevin
"Cooper, Jim",Democratic,Tennessee,House of Representatives,117,Cooper
"Chabot, Steve",Republican,Ohio,House of Representatives,117,Chabot
"Burr, Richard",Republican,North Carolina,House of Representatives,117,Burr
"Doyle, Michael F.",Democratic,Pennsylvania,House of Representatives,117,Doyle
"DeFazio, Peter A.",Democratic,Oregon,House of Representatives,117,DeFazio
"Levin, Andy",Democratic,Michigan,House of Representatives,117,Levin
"Sempolinski, Joseph",Republican,New York,House of Representatives,117,Sempolinski
"Flores, Mayra",Republican,Texas,House of Representatives,117,Flores
"Conway, Connie",Republican,California,House of Representatives,117,Conway
"Loeffler, Kelly",Republican,Georgia,Senate,117,Loeffler
"Wright, Ron",Republican,Texas,House of Representatives,117,Wright
"Delgado, Antonio",Democratic,New York,House of Representatives,117,Delgado
"Haaland, Debra A.",Democratic,New Mexico,House of Representatives,117,Haaland
"Hagedorn, Jim",Republican,Minnesota,House of Representatives,117,Hagedorn
"Crist, Charlie",Democratic,Florida,House of Representatives,117,Crist
"Harris, Kamala D.",Democratic,California,Senate,117,Harris
"Vela, Filemon",Democratic,Texas,House of Representatives,117,Vela
"Deutch, Theodore E.",Democratic,Florida,House of Representatives,117,Deutch
"Stivers, Steve",Republican,Ohio,House of Representatives,117,Stivers
"Richmond, Cedric L.",Democratic,Louisiana,House of Representatives,117,Richmond
"Fudge, Marcia L.",Democratic,Ohio,House of Representatives,117,Fudge
"Fortenberry, Jeff",Republican,Nebraska,House of Representatives,117,Fortenberry
"Nunes, Devin",Republican,California,House of Representatives,117,Nunes
"Hastings, Alcee L.",Democratic,Florida,House of Representatives,117,Hastings
